dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path
imdb,1,pure_logits,greedy_50_baseline,50,22,0.12418968975543976,,,,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_50_baseline_2025-04-20.npz
imdb,1,pure_logits,greedy_50_temp_baseline,50,22,0.12417270243167877,1.0163265306122449,,,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
imdb,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.126593217253685,0.9612244897959183,,,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,1,pure_logits,greedy_unique_5_post_calib,5,5,0.12628622353076935,1.3124531445231153,0.7730112453144523,1,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
imdb,1,pure_logits,greedy_50_post_calib,50,22,0.1241556704044342,0.9651478550603916,1.0162432319866723,1,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_50_post_calib_2025-04-20.npz
imdb,1,pure_logits,greedy_50_calib_once,26,18,0.12268873304128647,1.4077634319033736,2.868804664723032,1,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_50_calib_once_2025-04-20.npz
imdb,1,pure_logits,greedy_50_calib_every_step,34,21,0.12328416854143143,1.4393002915451896,2.2357351103706793,1,llm_experiments_data/arrays/imdb_1_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
imdb,2,convex_comb,greedy_unique_5_baseline,5,5,0.13842231035232544,,,,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
imdb,2,convex_comb,greedy_50_baseline,50,21,0.12498537451028824,,,,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_baseline_2025-04-20.npz
imdb,2,convex_comb,greedy_50_temp_baseline,50,21,0.12517064809799194,1.0163265306122449,,,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
imdb,2,convex_comb,greedy_unique_5_temp_baseline,5,5,0.13620005548000336,0.9061224489795918,,,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,2,convex_comb,greedy_unique_5_post_calib,5,5,0.13683168590068817,0.8683881715951687,0.0,1,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
imdb,2,convex_comb,greedy_50_post_calib,50,21,0.12502551078796387,1.0121782590587256,0.0,1,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_post_calib_2025-04-20.npz
imdb,2,convex_comb,greedy_50_calib_once,19,15,0.1252444088459015,1.8096459808413161,0.051478550603915034,1,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_calib_once_2025-04-20.npz
imdb,2,convex_comb,greedy_50_calib_every_step,12,12,0.12704063951969147,2.032753019575177,0.05397750937109537,1,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
imdb,2,pure_logits,greedy_unique_5_baseline,5,5,0.13842231035232544,,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
imdb,2,pure_logits,greedy_50_baseline,50,21,0.12498537451028824,,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_baseline_2025-04-20.npz
imdb,2,pure_logits,greedy_50_temp_baseline,50,21,0.12517064809799194,1.0163265306122449,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
imdb,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.13620005548000336,0.9061224489795918,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,2,pure_logits,greedy_unique_5_post_calib,5,5,0.1345534473657608,1.265472719700125,0.6547271970012495,1,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
imdb,2,pure_logits,greedy_50_post_calib,50,21,0.12478405982255936,1.1875052061640985,0.9129529362765514,1,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_post_calib_2025-04-20.npz
imdb,2,pure_logits,greedy_50_calib_once,31,17,0.12483139336109161,1.1311286963765097,3.4835485214493964,1,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_calib_once_2025-04-20.npz
imdb,2,pure_logits,greedy_50_calib_every_step,22,15,0.12431007623672485,1.075801749271137,3.65847563515202,1,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
imdb,3,convex_comb,greedy_unique_5_baseline,5,5,0.13089922070503235,,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
imdb,3,convex_comb,greedy_50_baseline,50,20,0.12636950612068176,,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_baseline_2025-04-20.npz
imdb,3,convex_comb,greedy_50_temp_baseline,50,20,0.1261262595653534,1.0163265306122449,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
imdb,3,convex_comb,greedy_unique_5_temp_baseline,5,5,0.13082529604434967,0.9061224489795918,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,3,convex_comb,greedy_unique_5_post_calib,5,5,0.1306636780500412,0.8186588921282799,0.04897959183673469,1,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
imdb,3,convex_comb,greedy_50_post_calib,50,20,0.126663938164711,0.949454394002499,0.07346938775510203,1,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_post_calib_2025-04-20.npz
imdb,3,convex_comb,greedy_50_calib_once,20,17,0.128183513879776,1.8096459808413161,0.14693877551020407,1,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_calib_once_2025-04-20.npz
imdb,3,convex_comb,greedy_50_calib_every_step,20,16,0.12883776426315308,1.7658642232403166,0.16643065389421072,1,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
imdb,3,pure_logits,greedy_unique_5_baseline,5,5,0.13089922070503235,,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
imdb,3,pure_logits,greedy_50_baseline,50,20,0.12636950612068176,,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_baseline_2025-04-20.npz
imdb,3,pure_logits,greedy_50_temp_baseline,50,20,0.1261262595653534,1.0163265306122449,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
imdb,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.13082529604434967,0.9061224489795918,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,3,pure_logits,greedy_unique_5_post_calib,5,5,0.13071255385875702,1.0224739691795086,0.9062890462307371,1,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
imdb,3,pure_logits,greedy_50_post_calib,50,20,0.126470685005188,1.0828488129945857,0.9662640566430654,1,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_post_calib_2025-04-20.npz
imdb,3,pure_logits,greedy_50_calib_once,22,14,0.12590822577476501,1.3963182007496877,2.620574760516451,1,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_calib_once_2025-04-20.npz
imdb,3,pure_logits,greedy_50_calib_every_step,20,15,0.12653133273124695,1.3182007496876302,2.3590170762182425,1,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
imdb,4,convex_comb,greedy_unique_5_baseline,5,5,0.14341823756694794,,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
imdb,4,convex_comb,greedy_50_baseline,50,21,0.12951956689357758,,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_baseline_2025-04-20.npz
imdb,4,convex_comb,greedy_50_temp_baseline,50,21,0.12789751589298248,1.0714285714285714,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
imdb,4,convex_comb,greedy_unique_5_temp_baseline,5,5,0.13665056228637695,1.1816326530612244,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,4,convex_comb,greedy_unique_5_post_calib,5,5,0.1342167854309082,1.352436484798001,0.0,1,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
imdb,4,convex_comb,greedy_50_post_calib,50,21,0.12901775538921356,1.0453644314868804,0.04897959183673469,1,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_post_calib_2025-04-20.npz
imdb,4,convex_comb,greedy_50_calib_once,26,16,0.12919439375400543,1.8096459808413161,0.07346938775510203,1,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_calib_once_2025-04-20.npz
imdb,4,convex_comb,greedy_50_calib_every_step,24,17,0.12827421724796295,1.573744273219492,0.07346938775510203,1,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
imdb,4,pure_logits,greedy_unique_5_baseline,5,5,0.14341823756694794,,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
imdb,4,pure_logits,greedy_50_baseline,50,21,0.12951956689357758,,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_baseline_2025-04-20.npz
imdb,4,pure_logits,greedy_50_temp_baseline,50,21,0.12789751589298248,1.0714285714285714,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
imdb,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.13665056228637695,1.1816326530612244,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.1334708333015442,1.5106705539358602,0.7663473552686381,1,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
imdb,4,pure_logits,greedy_50_post_calib,50,21,0.12891367077827454,0.9955851728446481,1.0329029571012078,1,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_post_calib_2025-04-20.npz
imdb,4,pure_logits,greedy_50_calib_once,18,12,0.12814661860466003,1.1285797584339858,3.358600583090379,1,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_calib_once_2025-04-20.npz
imdb,4,pure_logits,greedy_50_calib_every_step,15,12,0.127146378159523,0.9872886297376093,3.1236984589754275,1,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_baseline,5,5,0.5419113039970398,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_baseline,50,26,0.5077022314071655,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_temp_baseline,50,26,0.5073590278625488,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5396257042884827,1.0714285714285714,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.5348957180976868,1.2316867971678467,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,26,0.5072115659713745,1.0583090379008746,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,12,12,0.5144015550613403,2.054843815077051,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,20,17,0.5087190270423889,1.5481549354435653,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5419113039970398,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,26,0.5077022314071655,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,26,0.5073590278625488,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5396257042884827,1.0714285714285714,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.5301840305328369,1.3603831736776342,0.7530195751770096,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,26,0.5067362785339355,1.153219491878384,0.9329446064139941,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,24,20,0.5092896223068237,1.7804581424406498,1.799250312369846,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,20,18,0.5079548954963684,1.5060724698042485,1.639316951270304,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5260146856307983,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,26,0.4963533878326416,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,26,0.49623510241508484,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.524638831615448,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.5222525596618652,1.286563931695127,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,26,0.4968961179256439,1.1219325281132861,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,19,17,0.5097183585166931,2.0716867971678465,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_every_step,21,19,0.5016462802886963,1.6980924614743858,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_baseline,5,5,0.5260146856307983,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,26,0.4963533878326416,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_baseline,50,26,0.49623510241508484,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.524638831615448,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_post_calib,5,5,0.5204228162765503,1.4630903790087464,0.6397334443981675,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,26,0.4978979229927063,1.281865889212828,0.8929612661391086,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_calib_once,16,15,0.5065592527389526,1.983573511037068,1.2894627238650562,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_calib_every_step,22,20,0.5019837021827698,1.753869221157851,1.799250312369846,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_baseline,5,5,0.5333333015441895,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_baseline,50,26,0.5011298060417175,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_temp_baseline,50,26,0.5009475946426392,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5314382314682007,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_post_calib,5,5,0.5273095965385437,1.2760183256976259,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_post_calib,50,26,0.5008242726325989,1.0495626822157433,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_calib_once,30,19,0.5076231360435486,2.054843815077051,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_calib_every_step,24,19,0.5016009211540222,1.4630903790087464,0.0,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_baseline,5,5,0.5333333015441895,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,26,0.5011298060417175,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_baseline,50,26,0.5009475946426392,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5314382314682007,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_post_calib,5,5,0.5220748782157898,1.4274052478134114,0.694710537276135,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_post_calib,50,26,0.500332236289978,1.1283298625572677,0.9496043315285299,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_post_calib_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_calib_once,30,20,0.5060797333717346,1.8353352769679303,1.7059558517284465,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_calib_once_2025-04-20.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_calib_every_step,28,23,0.4992952346801758,1.4393002915451896,1.8892128279883385,1,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_calib_every_step_2025-04-20.npz
mteb/tweet_sentiment_extraction,3,convex_comb,greedy_unique_5_baseline,5,5,0.5318763256072998,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_3_convex_comb_greedy_unique_5_baseline_2025-04-20.npz
