dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
imdb,0,pure_logits,greedy_5_baseline,5,5,0.11497282236814499,,,,0.12743854522705078,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_baseline_2025-09-23.npz
imdb,0,pure_logits,greedy_50_baseline,50,19,0.10307570546865463,,,,0.12743854522705078,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_baseline_2025-09-23.npz
imdb,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,19,0.10304928570985794,1.0163265306122449,,,0.12743854522705078,0.012281179428100586,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
imdb,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10353150218725204,1.4571428571428573,,,0.12743854522705078,0.008508682250976562,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
imdb,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,19,0.09778565168380737,1.7804581424406498,0.0,1,0.12743854522705078,9.840031623840332,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
imdb,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10066252201795578,1.6980924614743858,0.0,1,0.12743854522705078,1.2738196849822998,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
imdb,0,pure_logits,greedy_5_post_calib,5,5,0.10069886595010757,1.6423157017909205,0.42982090795501876,1,0.12743854522705078,13.318891763687134,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_post_calib_2025-09-23.npz
imdb,0,pure_logits,greedy_50_post_calib,50,19,0.09718386083841324,1.53076218242399,0.614743856726364,1,0.12743854522705078,34.18794250488281,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_post_calib_2025-09-23.npz
imdb,1,pure_logits,greedy_5_baseline,5,5,0.1155015230178833,,,,0.1011195182800293,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_baseline_2025-09-23.npz
imdb,1,pure_logits,greedy_50_baseline,50,18,0.10343439131975174,,,,0.1011195182800293,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_baseline_2025-09-23.npz
imdb,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,18,0.10300508141517639,1.0714285714285714,,,0.1011195182800293,0.010425567626953125,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
imdb,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.09838077425956726,1.5673469387755103,,,0.1011195182800293,0.007694721221923828,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
imdb,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,18,0.09806827455759048,1.795052061640983,0.0,1,0.1011195182800293,6.092376708984375,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
imdb,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.09956010431051254,1.7804581424406498,0.0,1,0.1011195182800293,1.2873940467834473,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
imdb,1,pure_logits,greedy_5_post_calib,5,5,0.09752245992422104,1.4077634319033736,1.8142440649729281,1,0.1011195182800293,14.117453813552856,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_post_calib_2025-09-23.npz
imdb,1,pure_logits,greedy_50_post_calib,50,18,0.09758967906236649,1.5353602665556019,0.6697209496043316,1,0.1011195182800293,13.891727924346924,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_post_calib_2025-09-23.npz
imdb,2,pure_logits,greedy_5_baseline,5,5,0.1148613765835762,,,,0.10389471054077148,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_baseline_2025-09-23.npz
imdb,2,pure_logits,greedy_50_baseline,50,15,0.10202619433403015,,,,0.10389471054077148,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_baseline_2025-09-23.npz
imdb,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,15,0.10202652961015701,1.0714285714285714,,,0.10389471054077148,0.009815216064453125,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
imdb,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10074030607938766,1.5122448979591838,,,0.10389471054077148,0.00959634780883789,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
imdb,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,15,0.09701300412416458,1.7804581424406498,0.0,1,0.10389471054077148,5.790647745132446,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
imdb,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10059264302253723,1.7114369012911288,0.0,1,0.10389471054077148,1.2738680839538574,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
imdb,2,pure_logits,greedy_5_post_calib,5,5,0.09984618425369263,1.4511953352769682,1.5993336109954186,1,0.10389471054077148,2.5493252277374268,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_post_calib_2025-09-23.npz
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1,0.10389471054077148,16.064687967300415,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_post_calib_2025-09-23.npz
imdb,3,pure_logits,greedy_5_baseline,5,5,0.11789689213037491,,,,0.09891152381896973,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_baseline_2025-09-23.npz
imdb,3,pure_logits,greedy_50_baseline,50,19,0.10881014913320541,,,,0.09891152381896973,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_baseline_2025-09-23.npz
imdb,3,pure_logits,greedy_50_temp_pool_then_calibrate,50,19,0.10586976259946823,1.126530612244898,,,0.09891152381896973,0.010101795196533203,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
imdb,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10500560700893402,1.4020408163265308,,,0.09891152381896973,0.009582996368408203,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
imdb,3,pure_logits,greedy_50_temp_calibrate_then_pool,50,19,0.09951465576887131,1.7397251145356103,0.0,1,0.09891152381896973,12.696752786636353,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
imdb,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10318300873041153,1.657009579341941,0.0,1,0.09891152381896973,37.16633057594299,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
imdb,3,pure_logits,greedy_5_post_calib,5,5,0.10301478207111359,1.6290712203248647,0.326530612244898,1,0.09891152381896973,2.563664197921753,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_post_calib_2025-09-23.npz
