dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
imdb,0,pure_logits,greedy_5_baseline,5,5,0.11497282236814499,,,,0.12018346786499023,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_baseline_2025-09-21.npz
imdb,0,pure_logits,greedy_50_baseline,50,19,0.10307570546865463,,,,0.12018346786499023,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_baseline_2025-09-21.npz
imdb,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,19,0.10304928570985794,1.0163265306122449,,,0.12018346786499023,0.010756969451904297,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
imdb,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10353150218725204,1.4571428571428573,,,0.12018346786499023,0.007918357849121094,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
imdb,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,19,0.1110687404870987,2.154734693877551,,,0.12018346786499023,0.3699462413787842,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
imdb,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10636667907238007,1.9751020408163267,,,0.12018346786499023,0.03595471382141113,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
imdb,0,pure_logits,greedy_5_post_calib,5,5,0.10069886595010757,1.6423157017909205,0.42982090795501876,1,0.12018346786499023,2.603549003601074,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_post_calib_2025-09-21.npz
imdb,0,pure_logits,greedy_50_post_calib,50,19,0.09718386083841324,1.53076218242399,0.614743856726364,1,0.12018346786499023,12.049545288085938,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_post_calib_2025-09-21.npz
imdb,1,pure_logits,greedy_5_baseline,5,5,0.1155015230178833,,,,0.09663581848144531,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_baseline_2025-09-21.npz
imdb,1,pure_logits,greedy_50_baseline,50,18,0.10343439131975174,,,,0.09663581848144531,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_baseline_2025-09-21.npz
imdb,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,18,0.10300508141517639,1.0714285714285714,,,0.09663581848144531,0.00970458984375,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
imdb,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.09838077425956726,1.5673469387755103,,,0.09663581848144531,0.008178234100341797,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
imdb,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,18,0.10898635536432266,2.1315918367346938,,,0.09663581848144531,0.36818933486938477,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
imdb,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10143689811229706,1.9861224489795923,,,0.09663581848144531,0.04055333137512207,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
imdb,1,pure_logits,greedy_5_post_calib,5,5,0.09752245992422104,1.4077634319033736,1.8142440649729281,1,0.09663581848144531,2.5722579956054688,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_post_calib_2025-09-21.npz
imdb,1,pure_logits,greedy_50_post_calib,50,18,0.09758967906236649,1.5353602665556019,0.6697209496043316,1,0.09663581848144531,12.132640600204468,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_post_calib_2025-09-21.npz
imdb,2,pure_logits,greedy_5_baseline,5,5,0.1148613765835762,,,,0.09793281555175781,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_baseline_2025-09-21.npz
imdb,2,pure_logits,greedy_50_baseline,50,15,0.10202619433403015,,,,0.09793281555175781,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_baseline_2025-09-21.npz
imdb,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,15,0.10202652961015701,1.0714285714285714,,,0.09793281555175781,0.008943796157836914,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
imdb,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10074030607938766,1.5122448979591838,,,0.09793281555175781,0.0074999332427978516,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
imdb,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,15,0.10962071269750595,2.120571428571429,,,0.09793281555175781,0.35553812980651855,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
imdb,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.1039995327591896,1.9089795918367352,,,0.09793281555175781,0.03677773475646973,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
imdb,2,pure_logits,greedy_5_post_calib,5,5,0.09984618425369263,1.4511953352769682,1.5993336109954186,1,0.09793281555175781,2.5087740421295166,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_post_calib_2025-09-21.npz
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1,0.09793281555175781,12.04988980293274,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_post_calib_2025-09-21.npz
imdb,3,pure_logits,greedy_5_baseline,5,5,0.11789689213037491,,,,0.09462094306945801,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_baseline_2025-09-21.npz
imdb,3,pure_logits,greedy_50_baseline,50,19,0.10881014913320541,,,,0.09462094306945801,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_baseline_2025-09-21.npz
imdb,3,pure_logits,greedy_50_temp_pool_then_calibrate,50,19,0.10586976259946823,1.126530612244898,,,0.09462094306945801,0.009612560272216797,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
imdb,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10500560700893402,1.4020408163265308,,,0.09462094306945801,0.007229328155517578,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
imdb,3,pure_logits,greedy_50_temp_calibrate_then_pool,50,19,0.10655426979064941,2.091918367346939,,,0.09462094306945801,0.36934709548950195,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
imdb,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10641678422689438,1.9751020408163265,,,0.09462094306945801,0.04036903381347656,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
imdb,3,pure_logits,greedy_5_post_calib,5,5,0.10301478207111359,1.6290712203248647,0.326530612244898,1,0.09462094306945801,2.472672700881958,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_post_calib_2025-09-21.npz
imdb,3,pure_logits,greedy_50_post_calib,50,19,0.09914582222700119,1.53076218242399,0.6397334443981675,1,0.09462094306945801,11.886399269104004,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_post_calib_2025-09-21.npz
imdb,4,pure_logits,greedy_5_baseline,5,5,0.12233509868383408,,,,0.09533524513244629,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_baseline_2025-09-21.npz
imdb,4,pure_logits,greedy_50_baseline,50,14,0.10747212916612625,,,,0.09533524513244629,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_baseline_2025-09-21.npz
imdb,4,pure_logits,greedy_50_temp_pool_then_calibrate,50,14,0.10720304399728775,1.0163265306122449,,,0.09533524513244629,0.008879899978637695,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
imdb,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.10141028463840485,1.5122448979591838,,,0.09533524513244629,0.00760340690612793,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
imdb,4,pure_logits,greedy_50_temp_calibrate_then_pool,50,14,0.1085590347647667,1.9817142857142858,,,0.09533524513244629,0.37485623359680176,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
imdb,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.10155636817216873,1.8979591836734695,,,0.09533524513244629,0.03836989402770996,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
imdb,4,pure_logits,greedy_5_post_calib,5,5,0.10121257603168488,1.5184173261141192,1.1895043731778425,1,0.09533524513244629,2.6834540367126465,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_post_calib_2025-09-21.npz
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.10130880773067474,1.4192086630570597,0.6097459391920034,1,0.09533524513244629,11.683313131332397,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_post_calib_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_baseline,5,5,0.5085240006446838,,,,0.09229159355163574,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_baseline_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.47722962498664856,,,,0.09229159355163574,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,21,0.47563061118125916,1.0714285714285714,,,0.09229159355163574,0.009208202362060547,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5069676637649536,1.0714285714285714,,,0.09229159355163574,0.008787870407104492,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,21,0.5079112648963928,2.2241632653061227,,,0.09229159355163574,0.4329650402069092,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.5297789573669434,2.1514285714285712,,,0.09229159355163574,0.047113656997680664,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.24489795918367346,1,0.09229159355163574,3.3278157711029053,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_post_calib_2025-09-21.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1,0.09229159355163574,15.484427452087402,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_baseline,5,5,0.5095067620277405,,,,0.09477043151855469,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_baseline_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,23,0.4770248830318451,,,,0.09477043151855469,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,23,0.47651615738868713,1.0714285714285714,,,0.09477043151855469,0.011847734451293945,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5042905211448669,1.126530612244898,,,0.09477043151855469,0.008931159973144531,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,23,0.5102941393852234,2.2616326530612247,,,0.09477043151855469,0.4457871913909912,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.5154902935028076,2.129387755102041,,,0.09477043151855469,0.04615592956542969,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_post_calib,5,5,0.47544923424720764,1.5481549354435653,0.24489795918367346,1,0.09477043151855469,3.4474477767944336,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_post_calib_2025-09-21.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1,0.09477043151855469,15.770180225372314,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-21.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_baseline,5,5,0.49763917922973633,,,,0.09495067596435547,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_baseline_2025-09-21.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,23,0.4738423824310303,,,,0.09495067596435547,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-09-21.npz
