dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,aurac,aorac
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_baseline,5,5,0.1587303429841995,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_baseline_2025-04-24.npz,0.9780819882270831,0.021918011772916857
stanfordnlp/sst2,0,convex_comb,greedy_50_baseline,50,23,0.1364589035511016,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_baseline_2025-04-24.npz,0.9815958805890593,0.018404119410940667
stanfordnlp/sst2,0,convex_comb,greedy_50_temp_baseline,50,23,0.1363299340009689,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_temp_baseline_2025-04-24.npz,0.9815958805890593,0.018404119410940667
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1491606384515762,1.2918367346938775,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9780819882270831,0.021918011772916857
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_post_calib,5,5,0.1465200632810592,1.4274052478134114,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_post_calib_2025-04-24.npz,0.9787400285825594,0.021259971417440626
stanfordnlp/sst2,0,convex_comb,greedy_50_post_calib,50,23,0.1357514411211013,1.1768096626405664,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_post_calib_2025-04-24.npz,0.9817679187272013,0.01823208127279874
stanfordnlp/sst2,0,convex_comb,greedy_50_calib_once,7,7,0.1423856616020202,2.1823406913785925,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_calib_once_2025-04-24.npz,0.9819074642518795,0.01809253574812053
stanfordnlp/sst2,0,convex_comb,greedy_50_calib_every_step,10,10,0.1386859714984893,1.8747188671386923,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_calib_every_step_2025-04-24.npz,0.982309631410049,0.01769036858995099
stanfordnlp/sst2,0,pure_logits,greedy_unique_5_baseline,5,5,0.1587303429841995,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_unique_5_baseline_2025-04-24.npz,0.9780819882270831,0.021918011772916857
stanfordnlp/sst2,0,pure_logits,greedy_50_baseline,50,23,0.1364589035511016,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_baseline_2025-04-24.npz,0.9815958805890593,0.018404119410940667
stanfordnlp/sst2,0,pure_logits,greedy_50_temp_baseline,50,23,0.1363299340009689,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_temp_baseline_2025-04-24.npz,0.9815958805890593,0.018404119410940667
stanfordnlp/sst2,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1491606384515762,1.2918367346938775,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9780819882270831,0.021918011772916857
stanfordnlp/sst2,0,pure_logits,greedy_unique_5_post_calib,5,5,0.1424516439437866,1.7397251145356103,0.4298209079550187,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_unique_5_post_calib_2025-04-24.npz,0.9814526400413329,0.018547359958667076
stanfordnlp/sst2,0,pure_logits,greedy_50_post_calib,50,23,0.1355261951684951,1.4764348188254894,0.7530195751770096,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_post_calib_2025-04-24.npz,0.9821742669888616,0.017825733011138434
stanfordnlp/sst2,0,pure_logits,greedy_50_calib_once,6,6,0.1365929692983627,1.9450895460224904,4.09829237817576,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_calib_once_2025-04-24.npz,0.9818572710328437,0.018142728967156296
stanfordnlp/sst2,0,pure_logits,greedy_50_calib_every_step,8,8,0.1370567381381988,1.8747188671386923,3.251978342357351,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_calib_every_step_2025-04-24.npz,0.9820052433140635,0.01799475668593653
stanfordnlp/sst2,1,convex_comb,greedy_unique_5_baseline,5,5,0.1558631211519241,,,,llm_experiments_data/arrays/stanfordnlp_sst2_1_convex_comb_greedy_unique_5_baseline_2025-04-24.npz,0.9786756673351912,0.02132433266480882
stanfordnlp/sst2,1,convex_comb,greedy_50_baseline,50,19,0.1328914612531662,,,,llm_experiments_data/arrays/stanfordnlp_sst2_1_convex_comb_greedy_50_baseline_2025-04-24.npz,0.9822985136406469,0.01770148635935309
stanfordnlp/sst2,1,convex_comb,greedy_50_temp_baseline,50,19,0.1328022927045822,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_1_convex_comb_greedy_50_temp_baseline_2025-04-24.npz,0.9822985136406469,0.01770148635935309
stanfordnlp/sst2,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1468874514102935,1.2918367346938775,,,llm_experiments_data/arrays/stanfordnlp_sst2_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9786756673351912,0.02132433266480882
