dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_baseline,5,5,0.1587303429841995,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_baseline_2025-04-24.npz,0.9986576253426299,1.8830734966592428,0.9844612534570137
stanfordnlp/sst2,0,convex_comb,greedy_50_baseline,50,23,0.1364589035511016,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_baseline_2025-04-24.npz,0.9963683992351303,1.6951559020044544,0.9869619079903988
stanfordnlp/sst2,0,convex_comb,greedy_50_temp_baseline,50,23,0.1363299340009689,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_temp_baseline_2025-04-24.npz,0.9960794578607566,1.6984038604305864,0.986961907990399
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1491606384515762,1.2918367346938775,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9937936782064581,1.8656273199703044,0.9844613233018462
stanfordnlp/sst2,0,convex_comb,greedy_unique_5_post_calib,5,5,0.1465200632810592,1.4274052478134114,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_unique_5_post_calib_2025-04-24.npz,0.9915700228248736,1.8489235337787677,0.984961290073167
stanfordnlp/sst2,0,convex_comb,greedy_50_post_calib,50,23,0.1357514411211013,1.1768096626405664,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_post_calib_2025-04-24.npz,0.9937936782064581,1.686804008908686,0.9871464729599401
stanfordnlp/sst2,0,convex_comb,greedy_50_calib_once,7,7,0.1423856616020202,2.1823406913785925,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_calib_once_2025-04-24.npz,0.9885496566989003,1.7026726057906458,0.9875274066756923
stanfordnlp/sst2,0,convex_comb,greedy_50_calib_every_step,10,10,0.1386859714984893,1.8747188671386923,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_0_convex_comb_greedy_50_calib_every_step_2025-04-24.npz,0.9901752286196761,1.6207312546399406,0.987649495442677
stanfordnlp/sst2,0,pure_logits,greedy_unique_5_baseline,5,5,0.1587303429841995,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_unique_5_baseline_2025-04-24.npz,0.9986576253426299,1.8830734966592428,0.9844612534570137
stanfordnlp/sst2,0,pure_logits,greedy_50_baseline,50,23,0.1364589035511016,,,,llm_experiments_data/arrays/stanfordnlp_sst2_0_pure_logits_greedy_50_baseline_2025-04-24.npz,0.9963683992351303,1.6951559020044544,0.9869619079903988
